6
199
114
671
200   40   20
0   35   35   0
1   41   49   10
2   35   17   7
3   55   45   13
4   55   20   19
5   15   30   26
6   25   30   3
7   20   50   5
8   10   43   9
9   55   60   16
10   30   60   16
11   20   65   12
12   50   35   19
13   30   25   23
14   15   10   20
15   30   5   8
16   10   20   19
17   5   30   2
18   20   40   12
19   15   60   17
20   45   65   9
21   45   20   11
22   45   10   18
23   55   5   29
24   65   35   3
25   65   20   6
26   45   30   17
27   35   40   16
28   41   37   16
29   64   42   9
30   40   60   21
31   31   52   27
32   35   69   23
33   53   52   11
34   65   55   14
35   63   65   8
36   2   60   5
37   20   20   8
38   5   5   16
39   60   12   31
40   40   25   9
41   42   7   5
42   24   12   5
43   23   3   7
44   11   14   18
45   6   38   16
46   2   48   1
47   8   56   27
48   13   52   36
49   6   68   30
50   47   47   13
51   49   58   10
52   27   43   9
53   37   31   14
54   57   29   18
55   63   23   2
56   53   12   6
57   32   12   7
58   36   26   18
59   21   24   28
60   17   34   3
61   12   24   13
62   24   58   19
63   27   69   10
64   15   77   9
65   62   77   20
66   49   73   25
67   67   5   25
68   56   39   36
69   37   47   6
70   37   56   5
71   57   68   15
72   47   16   25
73   44   17   9
74   46   13   8
75   49   11   18
76   49   42   13
77   53   43   14
78   61   52   3
79   57   48   23
80   56   37   6
81   55   54   26
82   15   47   16
83   14   37   11
84   11   31   7
85   16   22   41
86   4   18   35
87   28   18   26
88   26   52   9
89   26   35   15
90   31   67   3
91   15   19   1
92   22   22   2
93   18   24   22
94   26   27   27
95   25   24   20
96   22   27   11
97   25   21   12
98   19   21   10
99   20   26   9
100   18   18   17
101   37   52   7
102   49   49   30
103   52   64   16
104   20   26   9
105   40   30   21
106   21   47   15
107   17   63   19
108   31   62   23
109   52   33   11
110   51   21   5
111   42   41   19
112   31   32   29
113   5   25   23
114   12   42   21
115   36   16   10
116   52   41   15
117   27   23   3
118   17   33   41
119   13   13   9
120   57   58   28
121   62   42   8
122   42   57   8
123   16   57   16
124   8   52   10
125   7   38   28
126   27   68   7
127   30   48   15
128   43   67   14
129   58   48   6
130   58   27   19
131   37   69   11
132   38   46   12
133   46   10   23
134   61   33   26
135   62   63   17
136   63   69   6
137   32   22   9
138   45   35   15
139   59   15   14
140   5   6   7
141   10   17   27
